go_id	go_name	namespace	n_genes_test	n_genes_background	expected	fold_enrichment	pvalue	genes	fdr_bh
GO:0043424	protein histidine kinase binding	molecular_function	1	58	0.14836435188980898	6.740163572060124	0.1381068664336945	AT1G69840	0.27163560469831627
GO:0010228	vegetative to reproductive phase transition of meristem	biological_process	2	254	0.6497335410346806	3.0781849384211593	0.13813058056657423	AT4G14300;AT5G42900	0.27018948726209024
GO:0010629	negative regulation of gene expression	biological_process	1	59	0.15092235795687464	6.625923511516731	0.14031369310883607	AT5G60120	0.27295997129369204
GO:0048564	photosystem I assembly	biological_process	1	60	0.1534803640239403	6.515491452991453	0.14251490546275766	AT4G15510	0.2757353605692485
GO:0005634	nucleus	cellular_component	57	19659	50.28784127244404	1.133474783520564	0.1435649384858566	AT1G01060;AT1G06150;AT1G09140;AT1G14760;AT1G19800;AT1G20920;AT1G28330;AT1G31500;AT1G59520;AT1G61150;AT1G70620;AT1G73350;AT1G76510;AT1G78290;AT1G80000;AT1G80380;AT2G02080;AT2G18750;AT2G20815;AT2G27350	0.27626550324845917
GO:0010329	auxin efflux transmembrane transporter activity	molecular_function	1	64	0.163712388292203	6.108273237179487	0.15126389495836154	AT2G47000	0.2887396600813764
GO:0009561	megagametogenesis	biological_process	1	64	0.163712388292203	6.108273237179487	0.15126389495836154	AT5G57790	0.2887396600813764
GO:0042803	protein homodimerization activity	molecular_function	3	524	1.340395179142412	2.23814591896653	0.15141477623197924	AT1G31500;AT4G20930;AT5G11980	0.2867215975456628
GO:0009853	photorespiration	biological_process	1	65	0.1662703943592687	6.01429980276134	0.15343724786436272	AT1G80380	0.2890140753423975
GO:0005198	structural molecule activity	molecular_function	1	66	0.16882840042633435	5.923174048174048	0.15560507106418472	AT3G15980	0.29078952912782025
GO:0048868	pollen tube development	biological_process	1	66	0.16882840042633435	5.923174048174048	0.15560507106418472	AT1G79500	0.29078952912782025
GO:0009556	microsporogenesis	biological_process	1	67	0.1713864064934	5.834768465365481	0.15776737853663142	AT5G57790	0.2925270143700041
GO:0046856	phosphatidylinositol dephosphorylation	biological_process	1	69	0.17650241862753135	5.665644741731699	0.16207550203915858	AT3G14205	0.2989579208597951
GO:0046961	proton-transporting ATPase activity, rotational mechanism	molecular_function	1	70	0.17906042469459704	5.584706959706959	0.16422134585165277	AT4G38510	0.30135463465561024
GO:0010315	auxin export across the plasma membrane	biological_process	1	71	0.1816184307616627	5.5060491152040445	0.16636172950177397	AT2G47000	0.3037167984750335
GO:0016604	nuclear body	cellular_component	1	72	0.18417643682872836	5.429576210826212	0.16849666679365638	AT5G52040	0.3052662258449958
GO:0008643	carbohydrate transport	biological_process	1	72	0.18417643682872836	5.429576210826212	0.16849666679365638	AT1G54730	0.3052662258449958
GO:0009535	chloroplast thylakoid membrane	cellular_component	4	841	2.15128310240223	1.8593554681545168	0.16979576187184442	AT1G73990;AT2G39470;AT3G15520;AT4G15510	0.30528934962816473
GO:0032580	Golgi cisterna membrane	cellular_component	1	74	0.1892924489628597	5.282830907830908	0.17275025734596125	AT1G54370	0.3090406613827247
GO:0005737	cytoplasm	cellular_component	32	10594	27.099516274493727	1.180832885571417	0.17496888030340538	AT1G09140;AT1G11870;AT1G14760;AT1G31500;AT1G54370;AT1G61150;AT1G77290;AT1G78290;AT1G79500;AT1G80000;AT1G80380;AT2G27350;AT2G35060;AT2G36000;AT2G43760;AT2G46270;AT3G08840;AT3G15980;AT3G16800;AT3G56860	0.31144460694006154
GO:0055085	transmembrane transport	biological_process	7	1794	4.589062884315815	1.525365892004688	0.17747900269082828	AT1G31830;AT1G54370;AT1G54730;AT1G76520;AT2G47000;AT3G21250;AT5G26240	0.31434092018873067
GO:0003680	minor groove of adenine-thymine-rich DNA binding	molecular_function	1	77	0.19696646716405675	5.077006327006327	0.17909013860189998	AT2G45850	0.3148448856408711
GO:0006612	protein targeting to membrane	biological_process	1	77	0.19696646716405675	5.077006327006327	0.17909013860189998	AT3G11820	0.3148448856408711
GO:0006885	regulation of pH	biological_process	1	78	0.1995244732311224	5.011916502301117	0.18119268569551833	AT1G54370	0.3161990005274732
GO:0019252	starch biosynthetic process	biological_process	1	79	0.20208247929818807	4.948474521259332	0.18328988209382222	AT5G65685	0.3175240779824852
GO:0002221	pattern recognition receptor signaling pathway	biological_process	1	79	0.20208247929818807	4.948474521259332	0.18328988209382222	AT2G02080	0.3175240779824852
GO:0007030	Golgi organization	biological_process	1	81	0.20719849143231941	4.826289965178854	0.1874682768871442	AT5G11980	0.3224092104919002
GO:0016301	kinase activity	molecular_function	2	309	0.7904238747232926	2.530287942909302	0.18747865904754332	AT1G80380;AT4G24100	0.32087693567752607
GO:0010468	regulation of gene expression	biological_process	2	310	0.7929818807903583	2.522125723738627	0.18839890346924257	AT1G01060;AT5G05550	0.32090913700981033
GO:0005769	early endosome	cellular_component	1	82	0.2097564974993851	4.767432770481551	0.18954950223860897	AT3G43300	0.3205682793204028
GO:0034219	carbohydrate transmembrane transport	biological_process	1	82	0.2097564974993851	4.767432770481551	0.18954950223860897	AT1G54730	0.3205682793204028
GO:0061025	membrane fusion	biological_process	1	84	0.21487250963351645	4.6539224664224665	0.19369607598850502	AT3G11820	0.3244978967148602
GO:0008234	cysteine-type peptidase activity	molecular_function	1	84	0.21487250963351645	4.6539224664224665	0.19369607598850502	AT3G59950	0.3244978967148602
GO:0005829	cytosol	cellular_component	18	5642	14.432270230384521	1.2472050282223979	0.19484872153133048	AT1G09140;AT1G11870;AT2G43760;AT2G46270;AT2G47000;AT3G11820;AT3G15010;AT3G15520;AT3G15980;AT3G21250;AT3G43300;AT4G14300;AT4G16660;AT4G16990;AT4G33650;AT4G38930;AT5G26760;AT5G64460	0.3241408638558582
GO:0009860	pollen tube growth	biological_process	2	317	0.810887923259818	2.4664320957696355	0.19485787978452276	AT1G79500;AT5G11980	0.32264839629437253
GO:0004521	RNA endonuclease activity	molecular_function	1	85	0.2174305157005821	4.599170437405731	0.1957614511407326	AT2G39780	0.32264387317639265
GO:0006418	tRNA aminoacylation for protein translation	biological_process	1	86	0.21998852176764777	4.545691711389386	0.19782156959101244	AT1G11870	0.3245367685456241
GO:0003729	mRNA binding	molecular_function	9	2522	6.451291301139625	1.3950695418776307	0.19853947799244095	AT1G10910;AT1G80000;AT3G15010;AT3G49430;AT3G56860;AT3G62310;AT4G14300;AT4G16990;AT5G52040	0.3242204319509586
GO:0005681	spliceosomal complex	cellular_component	1	89	0.2276625399688448	4.392466148084125	0.20397051749354256	AT5G52040	0.33081323110570005
GO:0051119	sugar transmembrane transporter activity	molecular_function	1	89	0.2276625399688448	4.392466148084125	0.20397051749354256	AT1G54730	0.33081323110570005
GO:0004812	aminoacyl-tRNA ligase activity	molecular_function	1	92	0.23533655817004182	4.2492335562987735	0.21007263162819995	AT1G11870	0.33839754235130853
GO:0045814	negative regulation of gene expression, epigenetic	biological_process	1	93	0.23789456423710748	4.203542872897712	0.21209632350519728	AT2G27350	0.3401184286840101
GO:0061809	NAD+ nucleosidase activity, cyclic ADP-ribose generating	molecular_function	1	94	0.24045257030417316	4.158824331696672	0.21411486409399666	AT4G16990	0.3418156574774117
GO:0009615	response to virus	biological_process	1	96	0.2455685824383045	4.072182158119658	0.2181365434869523	AT5G42900	0.34590917363632523
GO:0005788	endoplasmic reticulum lumen	cellular_component	1	96	0.2455685824383045	4.072182158119658	0.2181365434869523	AT4G16660	0.34590917363632523
GO:0009504	cell plate	cellular_component	1	97	0.24812658850537017	4.0302008987576	0.22013970824932377	AT3G11820	0.3467687439679613
GO:0016579	protein deubiquitination	biological_process	1	98	0.25068459457243586	3.9890763997906853	0.2221377736400922	AT4G30890	0.34760899963021025
GO:0009699	phenylpropanoid biosynthetic process	biological_process	1	98	0.25068459457243586	3.9890763997906853	0.2221377736400922	AT3G21230	0.34760899963021025
GO:0009926	auxin polar transport	biological_process	1	99	0.2532426006395015	3.9487826987826993	0.2241307525569734	AT2G47000	0.3476712327245426
GO:0005319	lipid carrier activity	molecular_function	1	99	0.2532426006395015	3.9487826987826993	0.2241307525569734	AT1G19800	0.3476712327245426
GO:1902600	proton transmembrane transport	biological_process	2	350	0.8953021234729852	2.233882783882784	0.2256355000000542	AT1G54370;AT4G38510	0.34773263203471555
GO:0007005	mitochondrion organization	biological_process	1	100	0.2558006067065672	3.909294871794872	0.22611865786527274	AT1G11870	0.346228998709837
GO:0009630	gravitropism	biological_process	1	100	0.2558006067065672	3.909294871794872	0.22611865786527274	AT2G47000	0.346228998709837
GO:0009749	response to glucose	biological_process	1	101	0.25835861277363287	3.8705889819751205	0.22810150239796587	AT1G28330	0.3470262173234011
GO:0006396	RNA processing	biological_process	2	353	0.9029761416741822	2.2148979443597008	0.22845389112796688	AT1G20920;AT5G52040	0.34608334145343067
GO:0004722	protein serine/threonine phosphatase activity	molecular_function	2	355	0.9080921538083135	2.202419646081618	0.2303342115757715	AT3G16800;AT5G26760	0.34745330220751974
GO:2000012	regulation of auxin polar transport	biological_process	1	103	0.2634746249077642	3.795431914363953	0.23205206030727138	AT3G43300	0.3485676517695722
GO:0000118	histone deacetylase complex	cellular_component	1	104	0.2660326309748299	3.758937376725838	0.23401979918891247	AT1G76510	0.34931257237422575
GO:0009646	response to absence of light	biological_process	1	104	0.2660326309748299	3.758937376725838	0.23401979918891247	AT5G42900	0.34931257237422575
GO:0000122	negative regulation of transcription by RNA polymerase II	biological_process	1	108	0.27626465524309257	3.6197174738841404	0.24184078362776285	AT5G05800	0.35873049571451493
GO:0048481	plant ovule development	biological_process	1	111	0.2839386734442896	3.521887271887272	0.2476544053664689	AT1G11870	0.3643180508696815
GO:0048767	root hair elongation	biological_process	1	111	0.2839386734442896	3.521887271887272	0.2476544053664689	AT2G47000	0.3643180508696815
GO:0016538	cyclin-dependent protein serine/threonine kinase regulator activity	molecular_function	1	111	0.2839386734442896	3.521887271887272	0.2476544053664689	AT5G48640	0.3643180508696815
GO:0032991	protein-containing complex	cellular_component	1	112	0.28649667951135527	3.4904418498168495	0.2495824191779947	AT1G76510	0.3641448410957628
GO:0031201	SNARE complex	cellular_component	1	113	0.2890546855784209	3.4595529838892674	0.2515055237170883	AT3G11820	0.3654529242582997
GO:0010411	xyloglucan metabolic process	biological_process	1	114	0.2916126916454866	3.4292060278902383	0.2534237314037116	AT1G18690	0.36599938490759165
GO:0006955	immune response	biological_process	1	114	0.2916126916454866	3.4292060278902383	0.2534237314037116	AT3G43300	0.36599938490759165
GO:0006869	lipid transport	biological_process	1	117	0.2992867098466836	3.3412776682007452	0.25914909708058725	AT1G19800	0.37200434903503654
GO:0042538	hyperosmotic salinity response	biological_process	1	121	0.3095187341149463	3.2308222080949354	0.2667151100816398	AT5G37850	0.3813276272653163
GO:0042644	chloroplast nucleoid	cellular_component	1	122	0.312076740182012	3.2043400588482553	0.2685945863373457	AT2G36000	0.3824786909443802
GO:0010087	phloem or xylem histogenesis	biological_process	1	124	0.3171927523161433	3.152657154673284	0.27233919155515146	AT1G06150	0.38626594499455746
GO:0004672	protein kinase activity	molecular_function	7	2064	5.279724522423547	1.3258267491552376	0.2776718077482344	AT1G78290;AT2G27060;AT4G21400;AT4G24100;AT4G24740;AT4G32660;AT5G57565	0.39226652205702955
GO:0048364	root development	biological_process	2	408	1.0436664753627942	1.9163210155857213	0.2803700395004126	AT1G06150;AT2G02080	0.39451278285433555
GO:0005484	SNAP receptor activity	molecular_function	1	131	0.335098794785603	2.9841945586220398	0.2852959285432649	AT3G11820	0.39751604916400124
GO:0051287	NAD binding	molecular_function	1	131	0.335098794785603	2.9841945586220398	0.2852959285432649	AT4G20930	0.39751604916400124
GO:0009873	ethylene-activated signaling pathway	biological_process	1	131	0.335098794785603	2.9841945586220398	0.2852959285432649	AT5G05550	0.39751604916400124
GO:0009735	response to cytokinin	biological_process	1	131	0.335098794785603	2.9841945586220398	0.2852959285432649	AT2G47000	0.39751604916400124
GO:0031347	regulation of defense response	biological_process	1	132	0.3376568008526687	2.961587024087024	0.28712808148550795	AT3G02150	0.3961922364683753
GO:0050661	NADP binding	molecular_function	1	133	0.3402148069197344	2.939319452477347	0.288955567711138	AT4G20930	0.3964091795960121
GO:0010119	regulation of stomatal movement	biological_process	1	133	0.3402148069197344	2.939319452477347	0.288955567711138	AT3G11820	0.3964091795960121
GO:0009637	response to blue light	biological_process	1	134	0.3427728129868	2.9173842326827404	0.29077839903035624	AT5G42900	0.3966172799034744
GO:0009744	response to sucrose	biological_process	1	142	0.3632368615233254	2.7530245576020222	0.3051948804122966	AT1G28330	0.41390239019724795
GO:0005085	guanyl-nucleotide exchange factor activity	molecular_function	1	142	0.3632368615233254	2.7530245576020222	0.3051948804122966	AT3G43300	0.41390239019724795
GO:0045087	innate immune response	biological_process	1	144	0.3683528736574567	2.714788105413106	0.30875326947747095	AT3G43300	0.41634910581052903
GO:0045893	positive regulation of DNA-templated transcription	biological_process	3	768	1.964548659506436	1.5270683092948718	0.31364738679706916	AT1G14760;AT2G02080;AT2G27350	0.4213527158481382
GO:0003755	peptidyl-prolyl cis-trans isomerase activity	molecular_function	1	152	0.3888169221939821	2.5719045209176787	0.3228066611849838	AT3G15520	0.43202696008215874
GO:0010114	response to red light	biological_process	1	154	0.3939329343281135	2.5385031635031634	0.32627542230761936	AT5G42900	0.4350338964101591
GO:0034605	cellular response to heat	biological_process	1	155	0.3964909403951791	2.522125723738627	0.3280031768097647	AT5G07100	0.4357057124786427
GO:0008233	peptidase activity	molecular_function	1	156	0.3990489464622448	2.5059582511505587	0.3297265288468795	AT1G73990	0.4363667073215208
GO:0042802	identical protein binding	molecular_function	2	462	1.1817988029843405	1.6923354423354422	0.3311151219270643	AT4G33650;AT5G60120	0.43658142002235145
GO:0045892	negative regulation of DNA-templated transcription	biological_process	2	464	1.1869148151184719	1.685040893015031	0.33297916653234244	AT2G27350;AT5G42900	0.43741912651481146
GO:2000028	regulation of photoperiodism, flowering	biological_process	1	159	0.4067229646634418	2.4586760199967745	0.33487028148457776	AT5G42900	0.4382861037077562
GO:0000226	microtubule cytoskeleton organization	biological_process	1	162	0.41439698286463883	2.413144982589427	0.3399748115026169	AT3G16800	0.4433371168312513
GO:0008422	beta-glucosidase activity	molecular_function	1	165	0.42207100106583584	2.369269619269619	0.3450404160700081	AT1G02850	0.44830068657271127
GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	molecular_function	1	166	0.4246290071329015	2.354996910719802	0.3467203518656852	AT1G80860	0.44884525550612336
GO:0004364	glutathione transferase activity	molecular_function	1	171	0.4374190374682299	2.2861373519268255	0.35505602636070727	AT1G77290	0.4579708166101877
GO:0006812	monoatomic cation transport	biological_process	1	175	0.4476510617364926	2.233882783882784	0.3616484065590023	AT1G54370	0.46479000987366365
GO:0009624	response to nematode	biological_process	1	178	0.4553250799376896	2.1962330740420626	0.3665487138942096	AT4G24100	0.46939331707316057
GO:0042626	ATPase-coupled transmembrane transporter activity	molecular_function	1	185	0.4732311224071493	2.113132363132363	0.3778378950644338	AT3G21250	0.4821157370714639
GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function	1	204	0.5218332376813971	1.9163210155857213	0.40748227212091265	AT4G20930	0.5180846031251604
GO:0030154	cell differentiation	biological_process	1	209	0.5346232680167254	1.8704760152128572	0.415047343278585	AT5G26760	0.5248911339508925
GO:0040029	epigenetic regulation of gene expression	biological_process	1	209	0.5346232680167254	1.8704760152128572	0.415047343278585	AT2G27350	0.5248911339508925
GO:0050832	defense response to fungus	biological_process	2	558	1.427367385422645	1.4011809576325704	0.41843462940197573	AT3G11820;AT4G16990	0.5263700638413547
GO:0051015	actin filament binding	molecular_function	1	215	0.5499713044191195	1.8182766845557543	0.42399884570855945	AT4G38510	0.5314915108177717
GO:0042393	histone binding	molecular_function	1	217	0.5550873165532508	1.801518374099019	0.4269523288275063	AT2G27350	0.5333158914476921
GO:0006351	DNA-templated transcription	biological_process	1	220	0.5627613347544478	1.7769522144522145	0.43135436308979175	AT5G25520	0.5369306058040765
GO:0009706	chloroplast inner membrane	cellular_component	1	224	0.5729933590227105	1.7452209249084247	0.4371715189006488	AT1G19800	0.5422754729220591
GO:0106310	protein serine kinase activity	molecular_function	4	1334	3.412380093465606	1.1722023603582825	0.44545059252492114	AT1G78290;AT4G21400;AT4G24740;AT4G32660	0.5496721349700933
GO:0009570	chloroplast stroma	cellular_component	4	1334	3.412380093465606	1.1722023603582825	0.44545059252492114	AT1G73990;AT1G80380;AT2G36000;AT4G15510	0.5496721349700933
GO:0005509	calcium ion binding	molecular_function	2	591	1.511781585635812	1.3229424270033407	0.4471560647994354	AT2G39470;AT4G15510	0.5489226174779276
GO:0007623	circadian rhythm	biological_process	1	232	0.5934574075592359	1.685040893015031	0.44862903472172927	AT1G01060	0.5488382692815658
GO:0010008	endosome membrane	cellular_component	1	235	0.6011314257604329	1.6635297326786689	0.4528655960758511	AT1G54370	0.5521238089143937
GO:0000139	Golgi membrane	cellular_component	3	975	2.4940559153890303	1.202859960552268	0.4558413080885334	AT1G18690;AT3G15980;AT5G11980	0.5538549681894809
GO:0005794	Golgi apparatus	cellular_component	7	2511	6.4231532344019024	1.0898074114919993	0.462820395724374	AT1G18690;AT1G54370;AT3G11820;AT3G43300;AT4G16660;AT4G38510;AT5G11980	0.5604219757750923
GO:0046872	metal ion binding	molecular_function	2	616	1.575731737312454	1.2692515817515817	0.46838400122566504	AT2G26800;AT3G08840	0.5652362862248703
GO:0005759	mitochondrial matrix	cellular_component	1	248	0.6343855046322866	1.576328577336642	0.4708533969277654	AT2G26800	0.5662966530617719
GO:0006357	regulation of transcription by RNA polymerase II	biological_process	3	999	2.5554480609986063	1.173962423962424	0.47166844040223477	AT1G76510;AT5G26760;AT5G48640	0.5653668847919043
GO:0005739	mitochondrion	cellular_component	19	7178	18.361367549397393	1.0347813118431675	0.47362590995239356	AT1G10910;AT1G11870;AT1G17350;AT1G54730;AT1G69840;AT1G71240;AT1G73990;AT1G76520;AT1G80380;AT2G20585;AT2G26800;AT2G36000;AT4G05590;AT4G20930;AT4G24740;AT4G33650;AT5G19030;AT5G57790;AT5G65685	0.5658081340370876
GO:0043531	ADP binding	molecular_function	1	252	0.6446175289005494	1.5513074888074887	0.4762689697059414	AT4G16990	0.5670627197836626
GO:0005768	endosome	cellular_component	2	626	1.6013117979831106	1.2489759973785532	0.4767400353542735	AT1G18690;AT1G54370	0.5657315086204046
GO:0005874	microtubule	cellular_component	1	262	0.670197589571206	1.4920972793110199	0.4895681677436564	AT3G19570	0.5790241452383444
GO:0009738	abscisic acid-activated signaling pathway	biological_process	1	267	0.6829876199065344	1.4641553826947085	0.4960913862297178	AT3G56860	0.5847964685356939
GO:0000287	magnesium ion binding	molecular_function	1	269	0.6881036320406657	1.4532694690687256	0.49867742019684597	AT3G52340	0.5859048237296276
GO:0009826	unidimensional cell growth	biological_process	1	270	0.6906616381077314	1.4478869895536561	0.49996548796233237	AT5G26240	0.5854859003769418
GO:0005777	peroxisome	cellular_component	2	660	1.6882840042633434	1.1846348096348096	0.5045481817259753	AT3G19570;AT4G33650	0.5889152547358925
GO:0048366	leaf development	biological_process	1	276	0.7060096745101254	1.4164111854329247	0.5076251309741695	AT3G02150	0.5905704138130861
GO:0099503	secretory vesicle	cellular_component	1	282	0.7213577109125194	1.3862747772322241	0.5151681824890069	AT4G16660	0.5973937230165682
GO:0003682	chromatin binding	molecular_function	1	284	0.7264737230466508	1.3765122788010111	0.5176569293291013	AT2G27350	0.598330736497273
GO:0043565	sequence-specific DNA binding	molecular_function	3	1076	2.752414528162663	1.0899521018015441	0.520974458601228	AT2G02080;AT2G46270;AT5G07100	0.6002165283561074
GO:0005773	vacuole	cellular_component	2	682	1.7445601377387883	1.1464207835175577	0.5220297722456465	AT2G39780;AT4G38510	0.5994922545788715
GO:0009751	response to salicylic acid	biological_process	1	292	0.7469377715831762	1.3387996136283806	0.5274856203388708	AT5G56140	0.6028407089587094
GO:0015297	antiporter activity	molecular_function	1	292	0.7469377715831762	1.3387996136283806	0.5274856203388708	AT1G54370	0.6028407089587094
GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	biological_process	1	314	0.803213905058621	1.2449983668136535	0.5535003173710985	AT4G38930	0.6295402970738373
GO:0009409	response to cold	biological_process	2	727	1.8596704107567434	1.07545938701372	0.5564902193628002	AT1G01060;AT5G42900	0.6309252168571874
GO:0004252	serine-type endopeptidase activity	molecular_function	1	330	0.8441420021316717	1.1846348096348096	0.5715214450025985	AT1G73990	0.6459099505426192
GO:0009705	plant-type vacuole membrane	cellular_component	1	331	0.8467000081987374	1.1810558525060035	0.5726234589269171	AT1G69840	0.6451074410695649
GO:0030246	carbohydrate binding	molecular_function	1	333	0.8518160203328687	1.173962423962424	0.5748190454068584	AT5G65685	0.6455381077755254
GO:0005730	nucleolus	cellular_component	3	1166	2.982635074198573	1.0058220081804987	0.5753273800987151	AT3G15010;AT3G49430;AT3G62310	0.6440771928149137
GO:0031969	chloroplast membrane	cellular_component	1	335	0.8569320324670001	1.166953693073096	0.5770034243074442	AT5G05310	0.6439285863744518
GO:0003700	DNA-binding transcription factor activity	molecular_function	9	3657	9.354628187259163	0.962090616520477	0.5955870767234276	AT1G01060;AT1G06150;AT1G76510;AT2G02080;AT2G46270;AT3G02150;AT5G05550;AT5G07100;AT5G60120	0.6625906228548132
GO:0009733	response to auxin	biological_process	2	789	2.018266786914815	0.990949270416951	0.6010414876157799	AT1G76520;AT2G47000	0.6665756062031702
GO:0006970	response to osmotic stress	biological_process	1	360	0.9208821841436419	1.0859152421652423	0.6033853699818271	AT1G78290	0.6660626099644356
GO:0000398	mRNA splicing, via spliceosome	biological_process	1	360	0.9208821841436419	1.0859152421652423	0.6033853699818271	AT5G52040	0.6660626099644356
GO:0005789	endoplasmic reticulum membrane	cellular_component	3	1225	3.133557432155448	0.9573783359497645	0.6088262235074683	AT1G76520;AT1G80860;AT3G51830	0.668957208545243
GO:0009506	plasmodesma	cellular_component	4	1648	4.215593998524227	0.9488579785909883	0.6108346721370849	AT1G69840;AT2G47000;AT3G11820;AT5G11980	0.6690989024024683
GO:0005516	calmodulin binding	molecular_function	1	369	0.943904238747233	1.0594295045514557	0.6124770930322798	AT2G18750	0.668840015703962
GO:0016757	glycosyltransferase activity	molecular_function	1	384	0.982274329753218	1.0180455395299144	0.6271720465516856	AT1G18690	0.6827928090899085
GO:0016020	membrane	cellular_component	16	6740	17.240960892022628	0.9280225214943316	0.661997201234825	AT1G13770;AT1G18690;AT1G31830;AT1G54370;AT1G54730;AT1G73990;AT1G76520;AT2G27060;AT2G35060;AT2G47000;AT3G11820;AT3G21250;AT4G21400;AT4G33650;AT5G05310;AT5G26240	0.7185091574377979
GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	1	426	1.0897105845699762	0.9176748525340075	0.6654374183037597	AT1G02850	0.7200477839396305
GO:0006457	protein folding	biological_process	1	448	1.145986718045421	0.8726104624542124	0.6838967269596511	AT4G16660	0.7377794993867751
GO:0007165	signal transduction	biological_process	3	1389	3.553070427154218	0.8443401450960847	0.6924471281776139	AT2G27060;AT4G16990;AT5G61530	0.744746760215198
GO:0022857	transmembrane transporter activity	molecular_function	2	938	2.3994096909076004	0.8335383521950686	0.6941789266005177	AT1G31830;AT1G54730	0.7443605357523624
GO:0005886	plasma membrane	cellular_component	18	7715	19.735016807411657	0.912084351164066	0.6975010083273547	AT1G02850;AT1G14270;AT1G31830;AT1G54730;AT1G69840;AT1G77290;AT2G27060;AT2G35060;AT2G45850;AT2G47000;AT3G11820;AT4G21400;AT4G32660;AT4G33650;AT4G38510;AT5G05310;AT5G56140;AT5G57790	0.7456767536472622
GO:0009555	pollen development	biological_process	1	492	1.2585389849963107	0.7945721284135918	0.7178335813941927	AT2G35060	0.7651160328632713
GO:0005743	mitochondrial inner membrane	cellular_component	1	530	1.3557432155448061	0.7376028059990324	0.7442128654232681	AT4G05590	0.7908650151960701
GO:0005525	GTP binding	molecular_function	1	538	1.3762072640813314	0.7266347345343628	0.749446051535382	AT4G33650	0.7940559355553451
GO:0006355	regulation of DNA-templated transcription	biological_process	9	4195	10.730835451340493	0.8387045016961585	0.7528480491838763	AT1G01060;AT1G06150;AT1G76510;AT2G02080;AT2G46270;AT3G02150;AT5G05550;AT5G07100;AT5G60120	0.7952934881586349
GO:0003677	DNA binding	molecular_function	5	2451	6.269672870377962	0.7974897739279625	0.7554375114660425	AT1G01060;AT1G14760;AT1G76510;AT2G45850;AT5G60120	0.7956679114849443
GO:0016787	hydrolase activity	molecular_function	1	555	1.4196933672214478	0.7043774543774545	0.7602159846993607	AT3G27320	0.7983389101857594
GO:0003924	GTPase activity	molecular_function	1	563	1.4401574157579733	0.694368538507082	0.7651237720018256	AT4G33650	0.8011295965666174
GO:0046983	protein dimerization activity	molecular_function	1	576	1.473411494629827	0.6786970263532764	0.7728869281763658	AT1G06150	0.8068848868938013
GO:0006508	proteolysis	biological_process	1	670	1.7138640649340002	0.583476846536548	0.8219256398821359	AT1G73990	0.8555717187077204
GO:0005975	carbohydrate metabolic process	biological_process	1	730	1.8673444289579404	0.5355198454513523	0.8475649265761356	AT1G02850	0.8796883786038024
GO:0005783	endoplasmic reticulum	cellular_component	3	1862	4.763007296876281	0.629854168388003	0.8583747485865714	AT2G39780;AT3G51830;AT4G16660	0.8883180537698238
GO:0009414	response to water deprivation	biological_process	1	780	1.9952447323112241	0.5011916502301118	0.8661033469895882	AT3G16800	0.8937182363138939
GO:0009651	response to salt stress	biological_process	1	783	2.0029187505124213	0.4992713757081573	0.867141507252847	AT1G76520	0.8922034005260506
GO:0042742	defense response to bacterium	biological_process	1	791	2.0233827990489464	0.4942218548413239	0.869870998790286	AT3G43300	0.8924324944361436
GO:0004674	protein serine/threonine kinase activity	molecular_function	3	1921	4.913929654833156	0.6105093500981059	0.8723359435234741	AT1G78290;AT4G24740;AT4G32660	0.8923896433745884
GO:0006511	ubiquitin-dependent protein catabolic process	biological_process	1	808	2.066868902189063	0.48382362274689006	0.8754875554140396	AT4G38930	0.8930474777289344
GO:0000976	transcription cis-regulatory region binding	molecular_function	4	2612	6.681511847175535	0.5986669022656772	0.9052838402829615	AT1G01060;AT1G76510;AT2G46270;AT5G60120	0.9208029918306694
GO:0009536	plastid	cellular_component	2	1659	4.243732065261949	0.471283287738984	0.9276713414877037	AT5G37850;AT5G64460	0.9408860329618876
GO:0016491	oxidoreductase activity	molecular_function	1	1040	2.660326309748299	0.37589373767258377	0.931895816052534	AT4G20930	0.9424855412349491
GO:0005575	cellular_component	cellular_component	4	3176	8.124227269000574	0.4923545178582962	0.9647139277292115	AT1G13770;AT2G20585;AT3G19780;AT3G59210	0.9729126296645874
GO:0003674	molecular_function	molecular_function	17	11727	29.997737148479136	0.5667094126418761	0.9982659021440147	AT1G13770;AT1G28330;AT1G59520;AT1G70620;AT1G71240;AT1G73350;AT1G76520;AT2G20585;AT3G19780;AT3G63180;AT4G19160;AT4G35140;AT5G13390;AT5G25520;AT5G43500;AT5G57790;AT5G61530	1.0
GO:0008150	biological_process	biological_process	7	6977	17.847208329917194	0.3922182041359338	0.9993120898884144	AT1G70620;AT1G73350;AT2G43760;AT3G27320;AT4G16660;AT5G19030;AT5G19210	1.0
GO:0005576	extracellular region	cellular_component	3	5332	13.639288349594162	0.2199528247446477	0.9999207712367021	AT1G02850;AT2G39780;AT4G21400	0.9999207712367021
