GO_ID	term	ontology	p_value	fold_enrichment	gene_count	genes	FDR
GO:0005829	cytosol	cellular_component	0.8787400680301571	0.7805263110062072	16	AT1G03905,AT1G12520,AT1G50970,AT1G70490,AT2G21370,AT2G43760,AT2G43920,AT2G48020,AT3G13580,AT3G21250,AT4G16660,AT4G25434,AT4G27270,AT5G36880,AT5G53850,AT5G64460	0.908718407238009
GO:0009793	embryo development ending in seed dormancy	biological_process	0.8859440541134577	0.4641343956519054	1	AT3G02280	0.9133766850946199
GO:0005886	plasma membrane	cellular_component	0.8870111725351876	0.8105465537372152	24	AT1G29730,AT1G67520,AT1G70490,AT1G78200,AT1G78530,AT2G17780,AT2G45870,AT3G26670,AT3G29160,AT3G50380,AT4G00170,AT4G01430,AT4G10730,AT4G21400,AT4G21410,AT4G22120,AT4G27270,AT4G35300,AT5G15460,AT5G24318,AT5G27970,AT5G56140,AT5G57790,AT5G58140	0.9133766850946199
GO:0003924	GTPase activity	molecular_function	0.9060451008943727	0.4262458735578723	1	AT1G70490	0.9309997329105313
GO:0005773	vacuole	cellular_component	0.9098701541942671	0.4189178642703444	1	AT4G21410	0.9329535407700202
GO:0009451	RNA modification	biological_process	0.9187676820463422	0.40165476546799506	1	AT3G50420	0.9400892949208354
GO:0016020	membrane	cellular_component	0.9350381578996685	0.7375678316553541	18	AT1G29730,AT1G52630,AT1G63260,AT1G72130,AT2G48020,AT3G06630,AT3G21250,AT3G26670,AT3G55850,AT4G01430,AT4G11830,AT4G17910,AT4G21400,AT4G21410,AT4G22120,AT4G35300,AT5G14550,AT5G58140	0.9547231717501878
GO:0006412	translation	biological_process	0.9384445137562718	0.3618869669068074	1	AT2G47020	0.9561882125457812
GO:0009733	response to auxin	biological_process	0.9433626695169942	0.3514479197844957	1	AT1G09530	0.9591842656514512
GO:0005576	extracellular region	cellular_component	0.9474378294921172	0.6831884795810758	13	AT1G14380,AT1G52630,AT1G63260,AT1G71696,AT2G30370,AT4G20380,AT4G21400,AT4G21585,AT4G25600,AT5G02080,AT5G23870,AT5G24318,AT5G59130	0.9613124420579012
GO:0048046	apoplast	cellular_component	0.9692714879086934	0.2900839972824409	1	AT1G72990	0.9813047830530485
GO:0008150	biological_process	biological_process	0.9727491946111092	0.6651229326373622	16	AT1G03905,AT1G52630,AT1G73350,AT1G75150,AT2G43465,AT2G43760,AT3G22470,AT3G26670,AT4G00560,AT4G16660,AT4G16857,AT4G25434,AT5G15460,AT5G20450,AT5G37340,AT5G59130	0.9813047830530485
GO:0000976	transcription cis-regulatory region binding	molecular_function	0.9742717769468667	0.49728685248418436	5	AT1G09530,AT1G53160,AT1G69310,AT4G18020,AT5G56620	0.9813047830530485
GO:0009941	chloroplast envelope	cellular_component	0.9752348565599368	0.27327539183243027	1	AT4G12020	0.9813047830530485
GO:0009506	plasmodesma	cellular_component	0.9804059014014187	0.3456319967620572	2	AT2G21710,AT4G27270	0.9844655531670561
GO:0005575	cellular_component	cellular_component	0.9857391025483555	0.45831452862178745	5	AT1G62610,AT2G20585,AT3G22470,AT4G00560,AT4G16857	0.9877757535866786
GO:0003735	structural constituent of ribosome	molecular_function	0.9898582575395297	0.2205163418255659	1	AT3G13580	0.9898582575395297
